persona_id,nome,cognome,inizio_mandato,legislatura,tipo_mandato,carica,gruppo_partito,circoscrizione_o_collegio,regione,email_istituzionale,email_pec,form_contatti_url,telefono_e164,indirizzo_ufficio,sito_ufficiale,fonte_url,fonte_data
33070,Claudio,Borghi,2022-10-13,19,elettivo,senatore,LSP-PS,,Toscana,claudio.borghi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033070.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033070.htm,2025-08-18
29293,Enrico,Borghi,2022-10-13,19,elettivo,senatore,IV-C-RE,,Piemonte,enrico.borghi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029293.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029293.htm,2025-08-18
32590,Lucia,Borgonzoni,2022-10-13,19,elettivo,senatore,LSP-PS,,Emilia,lucia.borgonzoni@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032590.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032590.htm,2025-08-18
32856,Carmela,Bucalo,2022-10-13,19,elettivo,senatore,F,,Sicilia,carmela.bucalo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032856.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032856.htm,2025-08-18
407,Alessio,Butti,2022-10-13,19,elettivo,senatore,F,,Lombardia,alessio.butti@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000407.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000407.htm,2025-08-18
34485,Nicola,Calandrini,2022-10-13,19,elettivo,senatore,F,,Lazio,nicola.calandrini@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034485.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034485.htm,2025-08-18
422,Roberto,Calderoli,2022-10-13,19,elettivo,senatore,LSP-PS,,Lombardia,roberto.calderoli@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000422.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000422.htm,2025-08-18
30110,Carlo,Calenda,2022-10-13,19,elettivo,senatore,M,,Sicilia,carlo.calenda@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030110.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030110.htm,2025-08-18
36432,Susanna Donatella,Campione,2022-10-13,19,elettivo,senatore,F,,Toscana,susannadonatella.campione@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036432.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036432.htm,2025-08-18
36392,Susanna Lina Giulia,Camusso,2022-10-13,19,elettivo,senatore,PD-IDP,,Campania,susannalina.camusso@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036392.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036392.htm,2025-08-18
32862,Gianluca,Cantalamessa,2022-10-13,19,elettivo,senatore,LSP-PS,,Campania,gianluca.cantalamessa@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032862.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032862.htm,2025-08-18
32598,Maria Cristina,Cantu',2022-10-13,19,elettivo,senatore,LSP-PS,,Lombardia,mariacristina.cantu@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032598.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032598.htm,2025-08-18
520,Pier Ferdinando,Casini,2022-10-13,19,elettivo,senatore,PD-IDP,3 (EMILIA-ROMAGNA - U03 (BOLOGNA),Emilia,pierferdinando.casini@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000520.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00000520.htm,2025-08-18
36388,Guido,Castelli,2022-10-13,19,elettivo,senatore,F,,Marche,guido.castelli@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036388.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036388.htm,2025-08-18
32600,Maria Domenica,Castellone,2022-10-13,19,elettivo,senatore,M5S,5 (CAMPANIA - U05 (GIUGLIANO IN CAMPANIA),Campania,mariadomenica.castellone@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032600.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032600.htm,2025-08-18
33065,Roberto,Cataldi,2022-10-13,19,elettivo,senatore,M5S,,Marche,roberto.cataldi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033065.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033065.htm,2025-08-18
30511,Elena,Cattaneo,2022-10-13,19,"a vita, di nomina del Presidente della Repubblica",senatore,A,,,elena.cattaneo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030511.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030511.htm,2025-08-18
29067,Gian Marco,Centinaio,2022-10-13,19,elettivo,senatore,LSP-PS,10 (LOMBARDIA - U10 (PAVIA),Lombardia,gianmarco.centinaio@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029067.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029067.htm,2025-08-18
32603,Luca,Ciriani,2022-10-13,19,elettivo,senatore,F,1 (FRIULI-VENEZIA GIULIA - U01 (TRIESTE),Friuli,luca.ciriani@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032603.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032603.htm,2025-08-18
22910,Giulia,Cosenza,2022-10-13,19,elettivo,senatore,F,2 (CAMPANIA - U02 (BENEVENTO),Campania,giulia.cosenza@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022910.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022910.htm,2025-08-18
22914,Stefania Gabriella Anastasia,Craxi,2022-10-13,19,elettivo,senatore,FI-BP-PPE,3 (SICILIA - U03 (GELA),Sicilia,stefania.craxi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022914.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022914.htm,2025-08-18
36387,Andrea,Crisanti,2022-10-13,19,elettivo,senatore,PD-IDP,,,andrea.crisanti@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036387.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036387.htm,2025-08-18
32608,Marco,Croatti,2022-10-13,19,elettivo,senatore,M5S,,Emilia,marco.croatti@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032608.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032608.htm,2025-08-18
36390,Ilaria,Cucchi,2022-10-13,19,elettivo,senatore,M,4 (TOSCANA - U04 (FIRENZE),Toscana,ilaria.cucchi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036390.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036390.htm,2025-08-18
31875,Cecilia,D'Elia,2022-10-13,19,elettivo,senatore,,,Lazio,cecilia.delia@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00031875.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00031875.htm,2025-08-18
36391,Concetta,Damante,2022-10-13,19,elettivo,senatore,M5S,,Sicilia,concetta.damante@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036391.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036391.htm,2025-08-18
32747,Dario,Damiani,2022-10-13,19,elettivo,senatore,FI-BP-PPE,,Puglia,dario.damiani@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032747.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032747.htm,2025-08-18
32898,Luca,De Carlo,2022-10-13,19,elettivo,senatore,F,2 (VENETO - U02 (TREVISO),Veneto,luca.decarlo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032898.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032898.htm,2025-08-18
22918,Peppe,De Cristofaro,2022-10-13,19,elettivo,senatore,,,Lazio,giuseppe.decristofaro@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022918.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022918.htm,2025-08-18
22814,Antonio,De Poli,2022-10-13,19,elettivo,senatore,,2 (MARCHE - U02 (ANCONA),Marche,antonio.depoli@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022814.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022814.htm,2025-08-18
36393,Andrea,De Priamo,2022-10-13,19,elettivo,senatore,F,,Lazio,andrea.depriamo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036393.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036393.htm,2025-08-18
36394,Raffaele,De Rosa,2022-10-13,19,elettivo,senatore,FI-BP-PPE,7 (CAMPANIA - U07 (ACERRA),Campania,raffaele.derosa@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036394.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036394.htm,2025-08-18
36395,Costanzo,Della Porta,2022-10-13,19,elettivo,senatore,F,,Molise,costanzo.dellaporta@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036395.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036395.htm,2025-08-18
28670,Graziano,Delrio,2022-10-13,19,elettivo,senatore,PD-IDP,,Emilia,graziano.delrio@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028670.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028670.htm,2025-08-18
32619,Gabriella,Di Girolamo,2022-10-13,19,elettivo,senatore,,,Abruzzo,gabriella.digirolamo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032619.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032619.htm,2025-08-18
36396,Marco,Dreosto,2022-10-13,19,elettivo,senatore,LSP-PS,,Friuli,marco.dreosto@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036396.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036396.htm,2025-08-18
33096,Claudio,Durigon,2022-10-13,19,elettivo,senatore,LSP-PS,1 (LAZIO - U01 (VITERBO),Lazio,claudio.durigon@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033096.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033096.htm,2025-08-18
32624,Meinhard,Durnwalder,2022-10-13,19,elettivo,senatore,A,6 (TRENTINO-ALTO ADIGE/SÜDTIROL - U06 (BRESSANONE/BRIXEN),Trentino,meinhard.durnwalder@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032624.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032624.htm,2025-08-18
36398,Anna Maria,Fallucchi,2022-10-13,19,elettivo,senatore,F,1 (PUGLIA - U01 (FOGGIA),Puglia,annamaria.fallucchi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036398.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036398.htm,2025-08-18
36397,Marta,Farolfi,2022-10-13,19,elettivo,senatore,F,5 (EMILIA-ROMAGNA - U05 (RIMINI),Emilia,marta.farolfi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036397.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036397.htm,2025-08-18
32628,Giovanbattista,Fazzolari,2022-10-13,19,elettivo,senatore,F,,Puglia,giovanbattista.fazzolari@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032628.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032628.htm,2025-08-18
4192,Claudio,Fazzone,2022-10-13,19,elettivo,senatore,FI-BP-PPE,6 (LAZIO - U06 (LATINA),Lazio,claudio.fazzone@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00004192.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00004192.htm,2025-08-18
30294,Michele,Fina,2022-10-13,19,elettivo,senatore,PD-IDP,,Abruzzo,michele.fina@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030294.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030294.htm,2025-08-18
36399,Aurora,Floridia,2022-10-13,19,elettivo,senatore,A,,Veneto,aurora.floridia@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036399.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036399.htm,2025-08-18
32634,Barbara,Floridia,2022-10-13,19,elettivo,senatore,M5S,,Sicilia,barbara.floridia@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032634.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032634.htm,2025-08-18
36400,Silvio,Franceschelli,2022-10-13,19,elettivo,senatore,PD-IDP,,Toscana,silvio.franceschelli@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036400.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036400.htm,2025-08-18
5799,Dario,Franceschini,2022-10-13,19,elettivo,senatore,PD-IDP,,Campania,dario.franceschini@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00005799.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00005799.htm,2025-08-18
29406,Silvia,Fregolent,2022-10-13,19,elettivo,senatore,,,Emilia,silvia.fregolent@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029406.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029406.htm,2025-08-18
31725,Annamaria,Furlan,2022-10-13,19,elettivo,senatore,,,Sicilia,annamaria.furlan@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00031725.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00031725.htm,2025-08-18
32637,Adriano,Galliani,2023-10-30,19,elettivo,senatore,FI-BP-PPE,6 (LOMBARDIA - U06 (MONZA),Lombardia,adriano.galliani@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032637.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032637.htm,2025-08-18
22963,Massimo,Garavaglia,2022-10-13,19,elettivo,senatore,LSP-PS,,Piemonte,massimo.garavaglia@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022963.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022963.htm,2025-08-18
18121,Daniela,Garnero Santanche',2022-10-13,19,elettivo,senatore,F,11 (LOMBARDIA - U11 (CREMONA),Lombardia,daniela.santanche@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018121.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018121.htm,2025-08-18
1103,Maurizio,Gasparri,2022-10-13,19,elettivo,senatore,,,Lazio,,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001103.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001103.htm,2025-08-18
32640,Felicia,Gaudiano,2025-01-08,19,elettivo,senatore,M5S,,Campania,felicia.gaudiano@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032640.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032640.htm,2025-08-18
36433,Matteo,Gelmetti,2022-10-13,19,elettivo,senatore,F,,Veneto,matteo.gelmetti@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036433.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036433.htm,2025-08-18
22966,Mariastella,Gelmini,2022-10-13,19,elettivo,senatore,C,,Toscana,mariastella.gelmini@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022966.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022966.htm,2025-08-18
1116,Antonino,Germana',2022-10-13,19,elettivo,senatore,,,Sicilia,antoninosalvatore.germana@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001116.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001116.htm,2025-08-18
29105,Francesco,Giacobbe,2022-10-13,19,elettivo,senatore,PD-IDP,,,francesco.giacobbe@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029105.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029105.htm,2025-08-18
29425,Andrea,Giorgis,2022-10-13,19,elettivo,senatore,PD-IDP,1 (PIEMONTE - U01 (TORINO: CIRCOSCRIZIONE 2 - SANTA RITA - MIRAFIORI NORD - MIRAFIORI SUD),Piemonte,andrea.giorgis@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029425.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029425.htm,2025-08-18
1227,Antonio,Guidi,2022-10-13,19,elettivo,senatore,C,,Umbria,antonio.guidi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001227.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001227.htm,2025-08-18
32644,Barbara,Guidolin,2022-10-13,19,elettivo,senatore,M5S,,Veneto,barbara.guidolin@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032644.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032644.htm,2025-08-18
32645,Antonio,Iannone,2022-10-13,19,elettivo,senatore,,3 (CAMPANIA - U03 (SALERNO),Campania,antonio.iannone@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032645.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032645.htm,2025-08-18
36401,Nicola,Irto,2022-10-13,19,elettivo,senatore,,,Calabria,nicola.irto@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036401.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036401.htm,2025-08-18
29447,Francesca,La Marca,2022-10-13,19,elettivo,senatore,PD-IDP,,,francesca.lamarca@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029447.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029447.htm,2025-08-18
32650,Patrizio Giacomo,La Pietra,2022-10-13,19,elettivo,senatore,F,3 (TOSCANA - U03 (PRATO),Toscana,patrizio.lapietra@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032650.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032650.htm,2025-08-18
1275,Ignazio,La Russa,2022-10-13,19,elettivo,senatore,F,5 (LOMBARDIA - U05 (COLOGNO MONZESE),Lombardia,ignazio.larussa@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001275.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001275.htm,2025-08-18
36402,Elena,Leonardi,2022-10-13,19,elettivo,senatore,F,1 (MARCHE - U01 (ASCOLI PICENO),Marche,elena.leonardi@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036402.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036402.htm,2025-08-18
32653,Ettore Antonio,Licheri,2022-10-13,19,elettivo,senatore,M5S,,Toscana,ettore.licheri@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032653.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032653.htm,2025-08-18
36434,Sabrina,Licheri,2022-10-13,19,elettivo,senatore,M5S,,Sardegna,sabrina.licheri@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036434.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036434.htm,2025-08-18
36403,Guido Quintino,Liris,2022-10-13,19,elettivo,senatore,F,1 (ABRUZZO - U01 (PESCARA),Abruzzo,guidoquintino.liris@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036403.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036403.htm,2025-08-18
36435,Marco,Lisei,2022-10-13,19,elettivo,senatore,F,,Emilia,marco.lisei@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036435.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036435.htm,2025-08-18
36436,Marco,Lombardo,2022-10-13,19,elettivo,senatore,M,,Lombardia,marco.lombardo@senato.it,,,,,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036436.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036436.htm,2025-08-18
